trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1319,False,"{'a': 0.001, 'e': 0.2674025708800009}",25,7,30.826970161814724,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.001, 'e': 0.26713530196585034}",25,11,11.646247679235685,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1321,False,"{'a': 0.001, 'e': 0.2668683001870241}",25,0,-10.498379752075593,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1322,False,"{'a': 0.001, 'e': 0.2666015652765202}",30,0,-26.626945970957674,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",1
1323,False,"{'a': 0.001, 'e': 0.2663350969676039}",25,0,23.308950244096575,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1324,False,"{'a': 0.001, 'e': 0.26606889499380665}",25,3,25.139335696422474,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1325,False,"{'a': 0.001, 'e': 0.2658029590889266}",20,4,5.469970737019409,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1326,False,"{'a': 0.001, 'e': 0.2655372889870278}",20,2,10.764894688575893,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1327,False,"{'a': 0.001, 'e': 0.2652718844224401}",25,6,18.503308118948695,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1328,False,"{'a': 0.001, 'e': 0.2650067451297589}",35,21,-25.191364217553275,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1329,False,"{'a': 0.001, 'e': 0.26474187084384504}",20,11,15.278983794953323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.001, 'e': 0.26447726129982396}",20,0,16.134829408480915,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1331,False,"{'a': 0.001, 'e': 0.2642129162330863}",20,12,13.96725438712637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.001, 'e': 0.2639488353792868}",30,16,28.94137335954259,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.001, 'e': 0.2636850184743448}",20,12,-6.049617959516503,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1334,False,"{'a': 0.001, 'e': 0.2634214652544431}",25,0,-19.60942050877362,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
1335,False,"{'a': 0.001, 'e': 0.2631581754560287}",30,18,23.555435086539237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.001, 'e': 0.26289514881581166}",20,14,10.817816471744575,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.001, 'e': 0.26263238507076536}",20,12,-7.685111144123551,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1338,False,"{'a': 0.001, 'e': 0.262369883958126}",30,0,16.54405202042466,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
1339,False,"{'a': 0.001, 'e': 0.2621076452153925}",20,9,18.963403327449512,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.001, 'e': 0.261845668580326}",20,0,9.59873533028119,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1341,False,"{'a': 0.001, 'e': 0.26158395379094995}",20,0,-12.006848177246841,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1342,False,"{'a': 0.001, 'e': 0.2613225005855494}",20,0,22.234805888858553,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1343,False,"{'a': 0.001, 'e': 0.2610613087026713}",20,4,14.624941011069133,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1344,False,"{'a': 0.001, 'e': 0.26080037788112365}",20,6,9.50074703037338,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1345,False,"{'a': 0.001, 'e': 0.2605397078599756}",20,0,-2.879215467265471,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1346,False,"{'a': 0.001, 'e': 0.2602792983785571}",20,12,13.405144723942506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.001, 'e': 0.26001914917645874}",20,4,-99.33607682936929,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 2}",1
1348,False,"{'a': 0.001, 'e': 0.2597592599935311}",25,5,23.184341331736874,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1349,False,"{'a': 0.001, 'e': 0.25949963056988523}",20,9,-9.665936047681503,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1350,False,"{'a': 0.001, 'e': 0.2592402606458915}",25,7,-2.4250676632216788,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1351,False,"{'a': 0.001, 'e': 0.25898114996218}",20,14,-40.39879429639331,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
1352,False,"{'a': 0.001, 'e': 0.25872229825964005}",20,3,14.25179038768327,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1353,False,"{'a': 0.001, 'e': 0.25846370527942}",20,10,22.03203768580684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.001, 'e': 0.25820537076292666}",35,9,6.400445610577991,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
1355,False,"{'a': 0.001, 'e': 0.2579472944518257}",20,10,20.361035307623723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.001, 'e': 0.25768947608804055}",20,11,9.967609453789345,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.001, 'e': 0.2574319154137531}",25,18,13.750673484759368,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.001, 'e': 0.2571746121714024}",25,1,21.558152249645794,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1359,False,"{'a': 0.001, 'e': 0.25691756610368544}",20,8,0.0800900953662449,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1360,False,"{'a': 0.001, 'e': 0.2566607769535559}",20,4,11.807380854981487,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1361,False,"{'a': 0.001, 'e': 0.2564042444642247}",25,20,8.452102839690914,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.001, 'e': 0.2561479683791593}",25,0,-71.27207323340664,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
1363,False,"{'a': 0.001, 'e': 0.25589194844208374}",25,8,-44.34019211805537,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
1364,False,"{'a': 0.001, 'e': 0.25563618439697783}",20,15,-2.7626113373224555,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1365,False,"{'a': 0.001, 'e': 0.2553806759880777}",30,16,27.297799544049283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.001, 'e': 0.2551254229598748}",35,4,12.908857808224726,"{0: 28, 1: 1, 2: 2, 3: 0, 4: 0}",1
1367,False,"{'a': 0.001, 'e': 0.25487042505711616}",25,15,5.015006414297481,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1368,False,"{'a': 0.001, 'e': 0.2546156820248037}",35,26,17.17275752975241,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.001, 'e': 0.25436119360819465}",20,12,2.1094708675113862,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1370,False,"{'a': 0.001, 'e': 0.25410695955280027}",20,3,8.988677146470268,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1371,False,"{'a': 0.001, 'e': 0.2538529796043867}",20,0,29.226903309868746,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1372,False,"{'a': 0.001, 'e': 0.25359925350897383}",20,3,11.905022946593077,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1373,False,"{'a': 0.001, 'e': 0.25334578101283567}",20,5,0.5137001715817178,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1374,False,"{'a': 0.001, 'e': 0.25309256186249957}",20,0,4.537455923911647,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1375,False,"{'a': 0.001, 'e': 0.25283959580474646}",35,11,30.830489836534994,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1376,False,"{'a': 0.001, 'e': 0.2525868825866102}",20,13,5.842138931270793,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.001, 'e': 0.25233442195537764}",30,17,-1.7472247538283183,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1378,False,"{'a': 0.001, 'e': 0.25208221365858796}",25,11,-23.472846934508862,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1379,False,"{'a': 0.001, 'e': 0.25183025744403303}",30,7,-45.48252846664594,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
1380,False,"{'a': 0.001, 'e': 0.25157855305975646}",30,16,-8.6670901109885,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1381,False,"{'a': 0.001, 'e': 0.251327100254054}",25,8,5.734393521561895,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1382,False,"{'a': 0.001, 'e': 0.25107589877547265}",20,9,-1.020163503942139,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1383,False,"{'a': 0.001, 'e': 0.2508249483728111}",20,14,11.97125338294102,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.001, 'e': 0.25057424879511875}",20,8,-15.991826409487507,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1385,False,"{'a': 0.001, 'e': 0.2503237997916961}",25,10,14.300664824502388,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1386,False,"{'a': 0.001, 'e': 0.2500736011120941}",30,7,-13.922512803448466,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
1387,False,"{'a': 0.001, 'e': 0.24982365250611405}",20,0,19.905089100171864,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1388,False,"{'a': 0.001, 'e': 0.24957395372380728}",20,6,21.8889645668054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.001, 'e': 0.2493245045154751}",20,5,27.427572597044378,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.001, 'e': 0.24907530463166816}",30,18,0.15539558447677915,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1391,False,"{'a': 0.001, 'e': 0.24882635382318666}",30,15,-10.563052909884174,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
1392,False,"{'a': 0.001, 'e': 0.24857765184107966}",20,0,15.925367248899793,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1393,False,"{'a': 0.001, 'e': 0.24832919843664528}",25,11,9.861045497320166,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1394,False,"{'a': 0.001, 'e': 0.24808099336142997}",35,9,-41.44130348928474,"{0: 21, 1: 0, 2: 3, 3: 2, 4: 0}",1
1395,False,"{'a': 0.001, 'e': 0.24783303636722875}",25,10,19.062178430883854,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.001, 'e': 0.2475853272060845}",20,0,11.831538054842497,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1397,False,"{'a': 0.001, 'e': 0.24733786563028812}",25,10,28.278339007823554,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.001, 'e': 0.24709065139237796}",20,6,11.024950935597303,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1399,False,"{'a': 0.001, 'e': 0.24684368424513983}",25,8,7.873757431404854,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1400,False,"{'a': 0.001, 'e': 0.24659696394160643}",20,9,7.451185078685209,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1401,False,"{'a': 0.001, 'e': 0.24635049023505762}",25,10,26.452853882653773,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.001, 'e': 0.2461042628790195}",20,8,-5.751038466507304,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1403,False,"{'a': 0.001, 'e': 0.2458582816272648}",20,6,15.370712852782262,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1404,False,"{'a': 0.001, 'e': 0.2456125462338122}",25,6,-7.501575636186765,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
1405,False,"{'a': 0.001, 'e': 0.24536705645292634}",20,0,25.169532657085373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1406,False,"{'a': 0.001, 'e': 0.24512181203911731}",20,14,11.553667147097599,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.001, 'e': 0.24487681274714082}",25,12,12.598120037767378,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.001, 'e': 0.2446320583319975}",20,0,-16.528667171313074,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
1409,False,"{'a': 0.001, 'e': 0.2443875485489328}",20,13,-28.96575791999263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1410,False,"{'a': 0.001, 'e': 0.2441432831534371}",25,15,19.674644233967218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.001, 'e': 0.24389926190124483}",25,18,-41.31802770951611,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1412,False,"{'a': 0.001, 'e': 0.24365548454833486}",30,4,-40.29527258834436,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 1}",1
1413,False,"{'a': 0.001, 'e': 0.24341195085092968}",30,13,6.368069864563896,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1414,False,"{'a': 0.001, 'e': 0.24316866056549566}",20,14,11.637480071628959,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.001, 'e': 0.24292561344874244}",30,0,-17.078229824410055,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
1416,False,"{'a': 0.001, 'e': 0.24268280925762298}",25,0,-41.36863309624722,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1417,False,"{'a': 0.001, 'e': 0.24244024774933293}",25,15,6.388906082813429,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1418,False,"{'a': 0.001, 'e': 0.2421979286813109}",25,11,2.345680772362749,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1419,False,"{'a': 0.001, 'e': 0.24195585181123766}",20,0,-56.792305328571175,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1420,False,"{'a': 0.001, 'e': 0.24171401689703645}",25,6,21.305078781551543,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.001, 'e': 0.24147242369687225}",35,11,9.09823120791796,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 0}",1
1422,False,"{'a': 0.001, 'e': 0.24123107196915192}",20,12,16.848266957826496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.001, 'e': 0.24098996147252358}",25,13,9.343519395769368,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1424,False,"{'a': 0.001, 'e': 0.24074909196587688}",20,3,-6.541575156425765,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1425,False,"{'a': 0.001, 'e': 0.24050846320834213}",20,10,15.836900319940632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.001, 'e': 0.2402680749592907}",25,13,-2.458547132927583,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1427,False,"{'a': 0.001, 'e': 0.2400279269783342}",25,14,-35.05138569903837,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1428,False,"{'a': 0.001, 'e': 0.2397880190253247}",30,16,30.933853590751244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.001, 'e': 0.2395483508603542}",25,11,-1.5723269238906918,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1430,False,"{'a': 0.001, 'e': 0.23930892224375455}",30,21,18.500865918377528,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.001, 'e': 0.23906973293609704}",30,18,12.467664381845504,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1432,False,"{'a': 0.001, 'e': 0.23883078269819244}",25,15,7.263879747500499,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1433,False,"{'a': 0.001, 'e': 0.2385920712910904}",20,11,12.762796582830903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.001, 'e': 0.23835359847607956}",30,8,-28.90123808413677,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
1435,False,"{'a': 0.001, 'e': 0.23811536401468703}",20,8,19.161844942660874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.001, 'e': 0.2378773676686784}",25,11,-14.729864314863548,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
1437,False,"{'a': 0.001, 'e': 0.2376396092000572}",25,11,3.5753918550860324,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1438,False,"{'a': 0.001, 'e': 0.23740208837106508}",20,10,12.954040606527386,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.001, 'e': 0.23716480494418105}",25,7,30.622409928667654,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.001, 'e': 0.23692775868212176}",25,4,-31.496857479270957,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
1441,False,"{'a': 0.001, 'e': 0.23669094934784088}",30,0,-38.05498426575046,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
1442,False,"{'a': 0.001, 'e': 0.2364543767045291}",30,8,16.686741312669085,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1443,False,"{'a': 0.001, 'e': 0.23621804051561368}",25,18,13.907918505172304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.001, 'e': 0.23598194054475852}",20,16,5.289318972906723,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.001, 'e': 0.23574607655586352}",20,14,13.899886827523341,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.001, 'e': 0.23551044831306475}",20,11,19.25622554414357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.001, 'e': 0.2352750555807339}",25,4,1.647453462112541,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
1448,False,"{'a': 0.001, 'e': 0.23503989812347828}",25,11,-15.656257908043449,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1449,False,"{'a': 0.001, 'e': 0.2348049757061403}",30,17,-37.07022948610057,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
1450,False,"{'a': 0.001, 'e': 0.23457028809379765}",25,0,-46.864134442435066,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1451,False,"{'a': 0.001, 'e': 0.23433583505176261}",20,1,22.92524009935856,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.001, 'e': 0.2341016163455822}",20,7,-24.95869198651037,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1453,False,"{'a': 0.001, 'e': 0.23386763174103756}",20,6,0.13019612964339444,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1454,False,"{'a': 0.001, 'e': 0.23363388100414423}",35,20,31.619185878226652,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.001, 'e': 0.23340036390115132}",20,12,6.001778643685908,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1456,False,"{'a': 0.001, 'e': 0.2331670801985418}",25,13,15.4033608873948,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1457,False,"{'a': 0.001, 'e': 0.23293402966303187}",30,6,-46.4176296172238,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 1}",1
1458,False,"{'a': 0.001, 'e': 0.23270121206157107}",25,9,-23.32084324662525,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
1459,False,"{'a': 0.001, 'e': 0.23246862716134165}",20,0,-44.94603188000569,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1460,False,"{'a': 0.001, 'e': 0.23223627472975883}",25,0,-77.87306718097517,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
1461,False,"{'a': 0.001, 'e': 0.23200415453447004}",20,16,8.57078910299261,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.001, 'e': 0.23177226634335515}",25,7,27.91991810087397,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'a': 0.001, 'e': 0.2315406099245259}",20,10,18.192930866010744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.001, 'e': 0.23130918504632592}",20,8,16.83860218268635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.001, 'e': 0.23107799147733019}",25,15,17.5209897525018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.001, 'e': 0.23084702898634524}",25,3,27.390021151941827,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1467,False,"{'a': 0.001, 'e': 0.2306162973424085}",20,0,-26.722192957772783,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
1468,False,"{'a': 0.001, 'e': 0.23038579631478834}",20,7,21.67769444815002,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.001, 'e': 0.23015552567298364}",30,20,20.67370108006695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.001, 'e': 0.22992548518672384}",20,5,-23.17201602740884,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1471,False,"{'a': 0.001, 'e': 0.22969567462596835}",30,7,16.735195627019646,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1472,False,"{'a': 0.001, 'e': 0.22946609376090668}",30,13,24.831534704014505,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.001, 'e': 0.22923674236195785}",20,8,-19.1495185109014,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
1474,False,"{'a': 0.001, 'e': 0.2290076201997705}",20,14,10.48463986398848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.001, 'e': 0.22877872704522242}",30,8,-27.647520820106088,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
1476,False,"{'a': 0.001, 'e': 0.2285500626694205}",30,24,10.470579109791743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.001, 'e': 0.22832162684370022}",20,6,-38.79063150752739,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1478,False,"{'a': 0.001, 'e': 0.22809341933962587}",20,0,4.51275600920443,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1479,False,"{'a': 0.001, 'e': 0.22786543992898983}",20,12,12.803699925965878,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.001, 'e': 0.22763768838381274}",20,0,-0.08819174042711964,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1481,False,"{'a': 0.001, 'e': 0.22741016447634296}",25,14,21.67156208121219,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.001, 'e': 0.22718286797905665}",30,13,7.1700504116344,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1483,False,"{'a': 0.001, 'e': 0.22695579866465723}",20,11,17.198586200448176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'a': 0.001, 'e': 0.22672895630607542}",20,7,-24.586902235446686,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1485,False,"{'a': 0.001, 'e': 0.22650234067646874}",25,17,13.670003397634206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'a': 0.001, 'e': 0.2262759515492217}",20,0,31.58774853541711,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1487,False,"{'a': 0.001, 'e': 0.22604978869794498}",30,14,26.787715874051294,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.001, 'e': 0.22582385189647586}",25,8,27.65059353496949,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.001, 'e': 0.22559814091887742}",25,14,20.19455612411732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.001, 'e': 0.22537265553943872}",20,8,-43.982743161315014,"{0: 8, 1: 0, 2: 2, 3: 2, 4: 0}",1
1491,False,"{'a': 0.001, 'e': 0.22514739553267432}",25,12,1.5837715342039926,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1492,False,"{'a': 0.001, 'e': 0.22492236067332425}",20,12,1.5579795834499919,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1493,False,"{'a': 0.001, 'e': 0.22469755073635353}",30,21,19.307321343278506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.001, 'e': 0.22447296549695234}",20,7,23.325587152147197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.001, 'e': 0.22424860473053532}",20,12,18.16029472916913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.001, 'e': 0.22402446821274175}",25,16,18.958165807287354,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.001, 'e': 0.223800555719435}",20,6,26.848620963814348,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.001, 'e': 0.22357686702670268}",20,6,2.2587023013230647,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1499,False,"{'a': 0.001, 'e': 0.22335340191085598}",20,12,14.854689676179696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1500,False,"{'a': 0.001, 'e': 0.22313016014842982}",20,10,8.106397496788409,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
