trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
5610,False,"{'a': 0.001, 'e': 0.0036610693577310053}",30,13,37.29843267199999,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5611,False,"{'a': 0.001, 'e': 0.0036574101182979294}",30,13,33.56608783771068,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5612,False,"{'a': 0.001, 'e': 0.0036537545362752733}",20,14,12.414145308018904,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5613,False,"{'a': 0.001, 'e': 0.0036501026080074583}",25,4,34.148263030106406,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
5614,False,"{'a': 0.001, 'e': 0.003646454329842558}",20,10,21.338395393171478,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5615,False,"{'a': 0.001, 'e': 0.003642809698132289}",20,6,26.76389492284536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5616,False,"{'a': 0.001, 'e': 0.0036391687092320216}",20,10,21.85398315303678,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5617,False,"{'a': 0.001, 'e': 0.0036355313595007694}",25,14,18.741323948226146,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5618,False,"{'a': 0.001, 'e': 0.003631897645301177}",20,2,29.08001822576504,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5619,False,"{'a': 0.001, 'e': 0.003628267562999535}",25,13,23.283117841896924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5620,False,"{'a': 0.001, 'e': 0.0036246411089657558}",25,17,13.096810611595455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5621,False,"{'a': 0.001, 'e': 0.0036210182795733876}",20,10,15.340541434629113,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5622,False,"{'a': 0.001, 'e': 0.003617399071199604}",25,3,36.98507483794079,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5623,False,"{'a': 0.001, 'e': 0.0036137834802251892}",25,12,23.96925422455753,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5624,False,"{'a': 0.001, 'e': 0.0036101715030345564}",20,12,15.80760034828606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5625,False,"{'a': 0.001, 'e': 0.0036065631360157305}",25,9,29.124037350621478,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5626,False,"{'a': 0.001, 'e': 0.003602958375560338}",20,14,11.260546093545969,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5627,False,"{'a': 0.001, 'e': 0.0035993572180636245}",25,7,31.83345790985291,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5628,False,"{'a': 0.001, 'e': 0.003595759659924426}",20,6,23.554203066697823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5629,False,"{'a': 0.001, 'e': 0.0035921656975451866}",20,16,8.194164787646482,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5630,False,"{'a': 0.001, 'e': 0.0035885753273319477}",20,15,9.554828338705988,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5631,False,"{'a': 0.001, 'e': 0.0035849885456943316}",25,12,26.54396722667397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5632,False,"{'a': 0.001, 'e': 0.0035814053490455635}",25,6,35.310547909393904,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5633,False,"{'a': 0.001, 'e': 0.0035778257338024396}",20,10,20.488064798421014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5634,False,"{'a': 0.001, 'e': 0.0035742496963853477}",20,13,12.408483351000509,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5635,False,"{'a': 0.001, 'e': 0.003570677233218253}",30,17,24.089516494719593,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5636,False,"{'a': 0.001, 'e': 0.003567108340728686}",20,12,15.826980162111294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5637,False,"{'a': 0.001, 'e': 0.003563543015347757}",20,10,18.607719140086644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5638,False,"{'a': 0.001, 'e': 0.0035599812535101437}",20,7,21.720309262164097,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5639,False,"{'a': 0.001, 'e': 0.0035564230516540772}",20,1,30.642537249865423,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5640,False,"{'a': 0.001, 'e': 0.003552868406221362}",25,20,10.357217640633932,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5641,False,"{'a': 0.001, 'e': 0.0035493173136573455}",25,16,21.843410876607045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5642,False,"{'a': 0.001, 'e': 0.003545769770410939}",25,15,16.352237399792436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5643,False,"{'a': 0.001, 'e': 0.0035422257729346013}",20,13,12.798784303984672,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5644,False,"{'a': 0.001, 'e': 0.0035386853176843287}",30,14,29.724467268063034,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5645,False,"{'a': 0.001, 'e': 0.0035351484011196684}",25,17,10.303518487797474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5646,False,"{'a': 0.001, 'e': 0.003531615019703707}",20,13,10.169739192507397,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5647,False,"{'a': 0.001, 'e': 0.0035280851699030567}",25,13,16.246633900415144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5648,False,"{'a': 0.001, 'e': 0.0035245588481878734}",25,13,23.11433655612427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5649,False,"{'a': 0.001, 'e': 0.0035210360510318285}",30,21,18.406739339232118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5650,False,"{'a': 0.001, 'e': 0.0035175167749121284}",25,15,22.28810839441153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5651,False,"{'a': 0.001, 'e': 0.0035140010163094994}",35,25,19.372347537601556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5652,False,"{'a': 0.001, 'e': 0.0035104887717081765}",20,6,22.10767151094528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5653,False,"{'a': 0.001, 'e': 0.003506980037595918}",30,14,26.699612345185106,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5654,False,"{'a': 0.001, 'e': 0.0035034748104639923}",20,10,17.91371726238491,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5655,False,"{'a': 0.001, 'e': 0.0034999730868071656}",20,6,24.262886156737185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5656,False,"{'a': 0.001, 'e': 0.0034964748631237208}",25,17,14.10244795969438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5657,False,"{'a': 0.001, 'e': 0.0034929801359154275}",20,11,17.116939188873936,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5658,False,"{'a': 0.001, 'e': 0.0034894889016875608}",30,10,39.850540587442374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5659,False,"{'a': 0.001, 'e': 0.00348600115694889}",25,12,21.6195226779281,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5660,False,"{'a': 0.001, 'e': 0.003482516898211663}",30,20,17.964092945697164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5661,False,"{'a': 0.001, 'e': 0.003479036121991625}",20,3,28.358870731463725,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5662,False,"{'a': 0.001, 'e': 0.003475558824808002}",20,3,25.58549133280688,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5663,False,"{'a': 0.001, 'e': 0.00347208500318349}",20,10,18.492085955660635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5664,False,"{'a': 0.001, 'e': 0.003468614653644274}",30,19,20.96601976580743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5665,False,"{'a': 0.001, 'e': 0.003465147772719998}",20,14,9.077610529253855,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5666,False,"{'a': 0.001, 'e': 0.0034616843569437827}",30,12,32.37257985883986,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5667,False,"{'a': 0.001, 'e': 0.0034582244028522158}",20,6,23.95367799364839,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5668,False,"{'a': 0.001, 'e': 0.003454767906985337}",30,6,35.31985993460507,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
5669,False,"{'a': 0.001, 'e': 0.0034513148658866536}",25,14,21.5330954306727,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5670,False,"{'a': 0.001, 'e': 0.0034478652761031265}",25,7,32.365263000821116,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5671,False,"{'a': 0.001, 'e': 0.0034444191341851597}",25,17,17.889613629283257,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5672,False,"{'a': 0.001, 'e': 0.003440976436686617}",20,7,24.07306915493954,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5673,False,"{'a': 0.001, 'e': 0.003437537180164795}",20,13,12.803463725725717,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5674,False,"{'a': 0.001, 'e': 0.0034341013611804395}",20,8,22.718656371812376,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5675,False,"{'a': 0.001, 'e': 0.0034306689762977345}",20,11,17.826535725018136,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5676,False,"{'a': 0.001, 'e': 0.003427240022084288}",25,8,29.56758740485943,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5677,False,"{'a': 0.001, 'e': 0.0034238144951111503}",30,12,35.59270522474406,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5678,False,"{'a': 0.001, 'e': 0.0034203923919527953}",25,16,15.247715738493312,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5679,False,"{'a': 0.001, 'e': 0.003416973709187114}",20,0,27.741297350834007,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5680,False,"{'a': 0.001, 'e': 0.0034135584433954303}",25,13,26.66213580486789,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5681,False,"{'a': 0.001, 'e': 0.0034101465911624716}",25,7,32.73267732253881,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5682,False,"{'a': 0.001, 'e': 0.003406738149076388}",35,17,29.558642236508998,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5683,False,"{'a': 0.001, 'e': 0.00340333311372874}",20,15,10.657026422547677,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5684,False,"{'a': 0.001, 'e': 0.0033999314817144866}",20,2,33.98547885082395,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5685,False,"{'a': 0.001, 'e': 0.003396533249631998}",20,2,32.89683787241304,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5686,False,"{'a': 0.001, 'e': 0.0033931384140830456}",20,16,6.541474336757935,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5687,False,"{'a': 0.001, 'e': 0.0033897469716727864}",30,18,19.764448342769935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5688,False,"{'a': 0.001, 'e': 0.003386358919009785}",20,3,27.95728045240385,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5689,False,"{'a': 0.001, 'e': 0.0033829742527059815}",25,15,17.267129499321292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5690,False,"{'a': 0.001, 'e': 0.0033795929693767124}",25,15,20.01752167448329,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5691,False,"{'a': 0.001, 'e': 0.003376215065640698}",25,2,41.08715635730335,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
5692,False,"{'a': 0.001, 'e': 0.0033728405381200266}",20,12,18.245402769400457,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5693,False,"{'a': 0.001, 'e': 0.003369469383440175}",20,0,30.28111063694588,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5694,False,"{'a': 0.001, 'e': 0.0033661015982299905}",25,11,22.333315366673556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5695,False,"{'a': 0.001, 'e': 0.003362737179121682}",25,8,32.97473733729781,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5696,False,"{'a': 0.001, 'e': 0.003359376122750836}",25,6,31.207436454195907,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5697,False,"{'a': 0.001, 'e': 0.003356018425756389}",25,16,14.678120193025087,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5698,False,"{'a': 0.001, 'e': 0.0033526640847806478}",30,20,20.10173868790282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5699,False,"{'a': 0.001, 'e': 0.0033493130964692736}",25,13,25.224691738305445,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5700,False,"{'a': 0.001, 'e': 0.003345965457471272}",20,0,35.382207565949024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5701,False,"{'a': 0.001, 'e': 0.003342621164439007}",30,16,28.354016415085137,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5702,False,"{'a': 0.001, 'e': 0.003339280214028188}",20,3,27.843267976210626,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5703,False,"{'a': 0.001, 'e': 0.003335942602897858}",30,14,30.90412359177471,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5704,False,"{'a': 0.001, 'e': 0.0033326083277104117}",30,11,34.28286562123523,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5705,False,"{'a': 0.001, 'e': 0.0033292773851315684}",20,8,19.94253029464619,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5706,False,"{'a': 0.001, 'e': 0.0033259497718303873}",35,11,41.941087259030475,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
5707,False,"{'a': 0.001, 'e': 0.0033226254844792584}",20,6,24.068567821020203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5708,False,"{'a': 0.001, 'e': 0.003319304519753888}",30,13,30.479993043145196,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5709,False,"{'a': 0.001, 'e': 0.0033159868743333136}",20,16,6.783459237168673,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5710,False,"{'a': 0.001, 'e': 0.0033126725448998926}",20,11,15.115241502589967,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5711,False,"{'a': 0.001, 'e': 0.00330936152813929}",20,2,29.15429474156409,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5712,False,"{'a': 0.001, 'e': 0.0033060538207404944}",30,14,31.54088578247073,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5713,False,"{'a': 0.001, 'e': 0.0033027494193957918}",20,16,8.282269969754802,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5714,False,"{'a': 0.001, 'e': 0.003299448320800784}",20,12,16.809656927905948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5715,False,"{'a': 0.001, 'e': 0.003296150521654375}",25,8,31.447187354787594,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5716,False,"{'a': 0.001, 'e': 0.0032928560186587593}",20,9,18.565448220920285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5717,False,"{'a': 0.001, 'e': 0.0032895648085194363}",30,11,36.470457666942764,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5718,False,"{'a': 0.001, 'e': 0.0032862768879451994}",20,13,15.348622622001017,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5719,False,"{'a': 0.001, 'e': 0.003282992253648121}",20,10,19.277102301859088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5720,False,"{'a': 0.001, 'e': 0.003279710902343573}",25,15,17.162211768265934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5721,False,"{'a': 0.001, 'e': 0.0032764328307501975}",20,6,25.104508755666554,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5722,False,"{'a': 0.001, 'e': 0.003273158035589926}",25,13,21.156415603900875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5723,False,"{'a': 0.001, 'e': 0.0032698865135879656}",20,0,27.91241202094814,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5724,False,"{'a': 0.001, 'e': 0.0032666182614727885}",30,21,18.804255928259646,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5725,False,"{'a': 0.001, 'e': 0.0032633532759761452}",30,16,23.972167562558912,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5726,False,"{'a': 0.001, 'e': 0.0032600915538330525}",25,12,27.043054897367433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5727,False,"{'a': 0.001, 'e': 0.0032568330917817825}",30,16,28.633346552383912,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5728,False,"{'a': 0.001, 'e': 0.0032535778865638784}",30,19,20.05179680107302,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5729,False,"{'a': 0.001, 'e': 0.0032503259349241295}",25,14,19.51813171113626,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5730,False,"{'a': 0.001, 'e': 0.0032470772336105863}",20,12,15.428007529177755,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5731,False,"{'a': 0.001, 'e': 0.00324383177937455}",30,13,34.06825384033629,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5732,False,"{'a': 0.001, 'e': 0.0032405895689705607}",30,20,20.945240150425377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5733,False,"{'a': 0.001, 'e': 0.00323735059915641}",25,8,27.929390774731452,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5734,False,"{'a': 0.001, 'e': 0.0032341148666931315}",20,13,12.771611377911027,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5735,False,"{'a': 0.001, 'e': 0.003230882368344986}",25,16,13.394824892126566,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5736,False,"{'a': 0.001, 'e': 0.0032276531008794815}",20,16,7.833634336960427,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5737,False,"{'a': 0.001, 'e': 0.0032244270610673437}",25,9,30.971161989841644,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5738,False,"{'a': 0.001, 'e': 0.0032212042456825356}",20,14,11.18317738424926,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5739,False,"{'a': 0.001, 'e': 0.003217984651502244}",20,4,27.394147325210465,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5740,False,"{'a': 0.001, 'e': 0.00321476827530687}",20,9,22.47383125038408,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5741,False,"{'a': 0.001, 'e': 0.003211555113880039}",25,14,18.50399228907582,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5742,False,"{'a': 0.001, 'e': 0.0032083451640085923}",25,16,17.039200203967518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5743,False,"{'a': 0.001, 'e': 0.003205138422482574}",25,9,30.398613984066543,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5744,False,"{'a': 0.001, 'e': 0.0032019348860952484}",20,11,18.43413387805159,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5745,False,"{'a': 0.001, 'e': 0.0031987345516430728}",25,5,35.47679763259252,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5746,False,"{'a': 0.001, 'e': 0.003195537415925715}",20,9,22.752651510105313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5747,False,"{'a': 0.001, 'e': 0.0031923434757460427}",25,11,26.39226151370116,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5748,False,"{'a': 0.001, 'e': 0.003189152727910109}",20,9,20.0979844526643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5749,False,"{'a': 0.001, 'e': 0.0031859651692271694}",20,0,32.2354995080301,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5750,False,"{'a': 0.001, 'e': 0.003182780796509667}",25,13,23.603235364153853,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5751,False,"{'a': 0.001, 'e': 0.003179599606573224}",20,12,15.479112426833023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5752,False,"{'a': 0.001, 'e': 0.0031764215962366547}",25,14,20.565548403339733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5753,False,"{'a': 0.001, 'e': 0.0031732467623219436}",20,15,9.392552683948473,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5754,False,"{'a': 0.001, 'e': 0.0031700751016542597}",20,11,18.7344709766365,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5755,False,"{'a': 0.001, 'e': 0.0031669066110619442}",35,16,30.542993528530282,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5756,False,"{'a': 0.001, 'e': 0.003163741287376501}",20,14,9.820430917503488,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5757,False,"{'a': 0.001, 'e': 0.0031605791274326085}",25,11,22.680414925429975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5758,False,"{'a': 0.001, 'e': 0.00315742012806811}",25,7,35.58954997660475,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5759,False,"{'a': 0.001, 'e': 0.003154264286124}",20,14,13.176064886131927,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5760,False,"{'a': 0.001, 'e': 0.0031511115984444414}",30,19,19.85904896486771,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5761,False,"{'a': 0.001, 'e': 0.003147962061876741}",20,6,25.519185331343664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5762,False,"{'a': 0.001, 'e': 0.003144815673271365}",25,19,12.920519718929809,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5763,False,"{'a': 0.001, 'e': 0.003141672429481927}",20,6,27.554323760462985,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5764,False,"{'a': 0.001, 'e': 0.0031385323273651774}",20,9,18.88719294666249,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5765,False,"{'a': 0.001, 'e': 0.0031353953637810197}",20,5,26.14553671483746,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5766,False,"{'a': 0.001, 'e': 0.0031322615355924843}",20,5,23.067408723876436,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5767,False,"{'a': 0.001, 'e': 0.0031291308396657457}",20,11,13.146338594128466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5768,False,"{'a': 0.001, 'e': 0.0031260032728701098}",25,15,16.83664693022107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5769,False,"{'a': 0.001, 'e': 0.003122878832078005}",20,6,25.65767161718543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5770,False,"{'a': 0.001, 'e': 0.003119757514164992}",20,11,16.533393405547606,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5771,False,"{'a': 0.001, 'e': 0.003116639316009756}",30,20,19.15206386579203,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5772,False,"{'a': 0.001, 'e': 0.0031135242344940933}",20,0,27.785692804529294,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5773,False,"{'a': 0.001, 'e': 0.0031104122665029273}",20,12,14.47298821064737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5774,False,"{'a': 0.001, 'e': 0.0031073034089242843}",20,10,15.149091917892887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5775,False,"{'a': 0.001, 'e': 0.0031041976586493087}",20,12,13.4000779044203,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5776,False,"{'a': 0.001, 'e': 0.0031010950125722535}",25,11,27.461772791170375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5777,False,"{'a': 0.001, 'e': 0.003097995467590467}",20,12,16.391490321672283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5778,False,"{'a': 0.001, 'e': 0.0030948990206044052}",20,14,11.68657448408819,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5779,False,"{'a': 0.001, 'e': 0.0030918056685176254}",25,0,42.42833499764478,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5780,False,"{'a': 0.001, 'e': 0.0030887154082367687}",20,9,22.227663477394113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5781,False,"{'a': 0.001, 'e': 0.0030856282366715808}",20,11,21.67613853007948,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5782,False,"{'a': 0.001, 'e': 0.0030825441507348838}",25,16,15.16818420905288,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5783,False,"{'a': 0.001, 'e': 0.003079463147342594}",25,3,31.309336048899407,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5784,False,"{'a': 0.001, 'e': 0.003076385223413711}",30,14,32.64403788077244,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5785,False,"{'a': 0.001, 'e': 0.0030733103758703055}",25,6,30.758476160043955,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
5786,False,"{'a': 0.001, 'e': 0.0030702386016375318}",25,10,23.955485401033496,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5787,False,"{'a': 0.001, 'e': 0.0030671698976436185}",30,18,21.393641381978608,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5788,False,"{'a': 0.001, 'e': 0.003064104260819855}",20,6,26.106999511187436,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5789,False,"{'a': 0.001, 'e': 0.0030610416881006112}",20,7,21.6543471670154,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5790,False,"{'a': 0.001, 'e': 0.0030579821764233073}",25,18,14.289743355837027,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5791,False,"{'a': 0.001, 'e': 0.003054925722728435}",20,9,17.20672080993795,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
